,Location,Land Size,Building Size,Num Rooms,Num Floors,Price ($)
475,Jakarta,74.0,62.0,6.0,1.0,1691476.29
476,Depok,172.0,160.0,6.0,2.0,3369787.0
477,Jakarta,102.0,90.0,2.0,1.0,1717524.19
478,Jakarta,193.0,175.0,5.0,3.0,3402344.58
479,Depok,106.0,94.0,9.0,2.0,2693361.0
480,Tangerang,88.0,76.0,3.0,3.0,1820143.71
481,Depok,158.0,146.0,2.0,1.0,2766001.0
482,Tangerang,91.0,79.0,6.0,2.0,2107699.11
483,Jakarta,191.0,172.0,7.0,2.0,3535816.08
484,Tangerang,171.0,127.0,8.0,1.0,3057985.26
485,Tangerang,182.0,79.0,2.0,3.0,2151217.53
486,Jakarta,124.0,78.0,5.0,2.0,2060686.84
487,Tangerang,195.0,185.0,8.0,2.0,3845309.4899999998
488,Depok,125.0,113.0,8.0,2.0,2874432.0
489,Tangerang,58.0,46.0,8.0,2.0,1801382.22
490,Jakarta,123.0,75.0,4.0,2.0,1970569.59
491,Tangerang,194.0,99.0,8.0,1.0,2885059.98
492,Jakarta,56.0,51.0,4.0,2.0,1342180.92
493,Jakarta,190.0,104.0,3.0,3.0,2510057.05
494,Depok,186.0,153.0,3.0,2.0,3067773.0
495,Jakarta,76.0,63.0,8.0,1.0,1896447.71
496,Tangerang,171.0,159.0,5.0,1.0,3072267.9899999998
497,Depok,54.0,42.0,7.0,3.0,1834957.0
498,Depok,78.0,66.0,3.0,2.0,1730110.0
499,Tangerang,132.0,120.0,4.0,3.0,2517202.71
500,Tangerang,185.0,130.0,5.0,3.0,2998681.29
501,Depok,158.0,110.0,8.0,3.0,3091942.0
502,Jakarta,114.0,61.0,5.0,3.0,1877588.99
503,Depok,135.0,62.0,5.0,2.0,2194165.0
504,Depok,194.0,182.0,2.0,1.0,3335644.0
505,Depok,120.0,108.0,7.0,1.0,2704188.0
506,Jakarta,94.0,82.0,8.0,2.0,2295754.24
507,Tangerang,181.0,108.0,7.0,3.0,2987486.37
508,Tangerang,85.0,73.0,3.0,2.0,1657056.06
509,Tangerang,119.0,74.0,9.0,3.0,2553114.96
510,Jakarta,68.0,65.0,7.0,3.0,1905401.36
511,Jakarta,157.0,136.0,6.0,2.0,2944684.29
512,Tangerang,140.0,128.0,4.0,2.0,2627628.3
513,Tangerang,139.0,127.0,3.0,3.0,2491664.67
514,Tangerang,68.0,56.0,8.0,3.0,1963816.47
515,Tangerang,88.0,76.0,7.0,3.0,2143665.81
516,Jakarta,175.0,109.0,4.0,3.0,2543790.04
517,Tangerang,190.0,189.0,8.0,2.0,3806903.43
518,Depok,175.0,163.0,8.0,1.0,3571257.0
519,Tangerang,107.0,95.0,3.0,1.0,1944292.68
520,Jakarta,197.0,152.0,6.0,3.0,3350913.36
521,Depok,110.0,98.0,4.0,1.0,2241719.0
522,Depok,176.0,112.0,9.0,1.0,3215415.0
523,Depok,154.0,87.0,9.0,1.0,2854413.0
524,Jakarta,50.0,38.0,9.0,1.0,1652603.41
525,Tangerang,180.0,99.0,6.0,1.0,2697889.59
526,Jakarta,141.0,89.0,4.0,1.0,2067061.96
527,Jakarta,162.0,57.0,2.0,3.0,1806905.15
528,Depok,105.0,57.0,8.0,3.0,2275733.0
529,Depok,166.0,153.0,2.0,3.0,2919757.0
530,Jakarta,183.0,83.0,4.0,2.0,2276683.42
531,Depok,107.0,106.0,9.0,1.0,2821642.0
532,Jakarta,93.0,71.0,4.0,1.0,1726506.12
533,Depok,110.0,98.0,6.0,2.0,2455917.0
534,Tangerang,96.0,89.0,8.0,1.0,2392883.46
535,Tangerang,198.0,135.0,7.0,3.0,3314594.25
536,Tangerang,129.0,117.0,8.0,3.0,2905520.31
537,Depok,167.0,144.0,5.0,2.0,24866448.0
538,Depok,196.0,62.0,4.0,3.0,2399920.0
539,Tangerang,69.0,57.0,3.0,2.0,1428867.99
540,Jakarta,195.0,133.0,3.0,3.0,2839167.57
541,Jakarta,96.0,84.0,3.0,1.0,1738485.73
542,Tangerang,98.0,86.0,2.0,3.0,1819937.79
543,Depok,63.0,51.0,7.0,2.0,1906193.0
544,Jakarta,192.0,73.0,6.0,1.0,2439616.62
545,Jakarta,50.0,38.0,7.0,2.0,1473556.67
546,Jakarta,166.0,56.0,2.0,1.0,1722604.49
547,Depok,103.0,86.0,7.0,1.0,2395243.0
548,Jakarta,167.0,117.0,7.0,3.0,2974755.02
549,Jakarta,52.0,40.0,8.0,3.0,1632152.93
550,Tangerang,193.0,182.0,3.0,1.0,3254145.84
551,Depok,61.0,49.0,4.0,3.0,1642700.0
552,Tangerang,123.0,64.0,3.0,3.0,1882347.39
553,Jakarta,65.0,53.0,7.0,2.0,1704008.37
554,Depok,151.0,139.0,4.0,3.0,2964638.0
555,Depok,166.0,138.0,8.0,1.0,3261104.0
556,Tangerang,57.0,45.0,6.0,3.0,1604374.2
557,Tangerang,171.0,162.0,5.0,1.0,3132260.01
558,Depok,141.0,129.0,4.0,1.0,2694803.0
559,Depok,139.0,127.0,2.0,2.0,2490956.0
560,Tangerang,185.0,156.0,3.0,1.0,2967796.26
561,Jakarta,109.0,97.0,8.0,1.0,2486808.87
562,Depok,77.0,65.0,8.0,2.0,2217721.0
563,Jakarta,150.0,64.0,3.0,1.0,1811632.96
564,Tangerang,90.0,78.0,7.0,2.0,2115063.72
565,Depok,194.0,103.0,7.0,1.0,3031177.0
566,Tangerang,190.0,142.0,7.0,3.0,3297009.87
567,Depok,95.0,69.0,9.0,2.0,2369140.0
568,Depok,84.0,82.0,8.0,2.0,2423472.0
569,Tangerang,183.0,149.0,7.0,1.0,3225214.08
570,Tangerang,131.0,126.0,3.0,2.0,2458426.41
571,Jakarta,164.0,152.0,9.0,1.0,3411270.96
572,Tangerang,96.0,84.0,4.0,2.0,1967682.42
573,Tangerang,59.0,47.0,6.0,2.0,1607536.26
574,Jakarta,105.0,93.0,4.0,3.0,2056401.41
575,Tangerang,79.0,67.0,2.0,1.0,1427668.11
576,Jakarta,158.0,60.0,9.0,3.0,2465009.03
577,Jakarta,54.0,42.0,3.0,2.0,1174189.64
578,Tangerang,168.0,61.0,9.0,1.0,2482078.5
579,Jakarta,82.0,70.0,4.0,3.0,1733208.48
580,Jakarta,167.0,127.0,3.0,2.0,2621392.38
581,Jakarta,114.0,102.0,8.0,3.0,2587969.46
582,Tangerang,195.0,99.0,2.0,2.0,2422013.22
583,Tangerang,60.0,48.0,8.0,2.0,1818758.7
584,Jakarta,134.0,66.0,5.0,1.0,1967794.11
585,Tangerang,75.0,63.0,5.0,1.0,1733543.46
586,Depok,112.0,100.0,5.0,1.0,2313639.0
587,Jakarta,135.0,123.0,3.0,2.0,2419659.02
588,Depok,108.0,96.0,4.0,3.0,2300590.0
589,Tangerang,76.0,65.0,3.0,1.0,1530922.14
590,Depok,147.0,112.0,8.0,1.0,2954591.0
591,Tangerang,154.0,125.0,6.0,1.0,2814902.64
592,Tangerang,148.0,134.0,8.0,1.0,3071089.89
593,Jakarta,178.0,158.0,4.0,2.0,3044094.55
594,Depok,198.0,66.0,8.0,3.0,2894535.0
595,Jakarta,104.0,92.0,8.0,2.0,2422999.09
596,Depok,55.0,43.0,2.0,2.0,1289828.0
597,Tangerang,144.0,128.0,7.0,2.0,2900946.51
598,Tangerang,182.0,110.0,5.0,1.0,2654761.23
599,Jakarta,151.0,139.0,4.0,3.0,2740057.28
600,Depok,52.0,40.0,9.0,2.0,1890238.0
601,Depok,72.0,60.0,9.0,2.0,2204639.0
602,Tangerang,102.0,90.0,9.0,2.0,2516580.9899999998
603,Jakarta,132.0,66.0,9.0,1.0,2311080.99
604,Tangerang,194.0,69.0,4.0,1.0,2247953.4
605,Tangerang,134.0,108.0,5.0,2.0,2491816.14
606,Jakarta,127.0,118.0,8.0,1.0,2790618.89
607,Depok,159.0,151.0,2.0,3.0,2947159.0
608,Depok,50.0,38.0,3.0,1.0,1274951.0
609,Tangerang,100.0,88.0,3.0,2.0,1931870.16
610,Depok,53.0,41.0,8.0,3.0,1849749.0
611,Jakarta,162.0,132.0,8.0,1.0,3085374.2600000002
612,Depok,81.0,69.0,7.0,2.0,2178042.0
613,Depok,83.0,62.0,9.0,3.0,2361288.0
614,Tangerang,141.0,55.0,4.0,3.0,1977182.46
615,Depok,144.0,132.0,5.0,3.0,2962820.0
616,Jakarta,121.0,109.0,8.0,1.0,2615635.38
617,Tangerang,88.0,76.0,8.0,3.0,2313899.28
618,Jakarta,167.0,155.0,6.0,1.0,3084095.6
619,Depok,52.0,40.0,2.0,2.0,1236149.0
620,Depok,172.0,160.0,3.0,1.0,3091470.0
621,Tangerang,99.0,87.0,2.0,1.0,1726467.93
622,Jakarta,61.0,49.0,2.0,2.0,5932189.55
623,Depok,103.0,91.0,7.0,1.0,2445373.0
624,Depok,182.0,133.0,9.0,1.0,3429101.0
625,Tangerang,106.0,91.0,2.0,2.0,1914545.16
626,Depok,194.0,106.0,5.0,3.0,2935463.0
627,Depok,161.0,111.0,7.0,2.0,2963734.0
628,Depok,96.0,56.0,8.0,3.0,2249036.0
629,Jakarta,134.0,122.0,5.0,1.0,2481240.74
630,Jakarta,191.0,75.0,7.0,2.0,2575389.91
631,Jakarta,115.0,68.0,5.0,3.0,1948180.92
632,Depok,124.0,58.0,7.0,1.0,2221129.0
633,Tangerang,152.0,110.0,7.0,1.0,2729669.58
634,Tangerang,87.0,69.0,4.0,1.0,1731802.05
635,Tangerang,99.0,87.0,5.0,3.0,10902662.1
636,Jakarta,147.0,99.0,4.0,3.0,2385710.9
637,Jakarta,131.0,130.0,8.0,3.0,3019857.58
638,Jakarta,79.0,67.0,9.0,1.0,2067766.94
639,Jakarta,128.0,116.0,9.0,3.0,2939591.87
640,Depok,140.0,128.0,7.0,2.0,3062228.0
641,Tangerang,101.0,59.0,9.0,3.0,2273327.1
642,Tangerang,128.0,114.0,3.0,3.0,2325094.2
643,Jakarta,79.0,57.0,7.0,1.0,1830432.09
644,Tangerang,155.0,143.0,3.0,2.0,2678406.39
645,Tangerang,100.0,71.0,3.0,2.0,1697584.68
646,Jakarta,130.0,67.0,3.0,2.0,1820590.65
647,Jakarta,182.0,58.0,3.0,3.0,2021976.57
648,Jakarta,78.0,66.0,9.0,1.0,2042621.98
649,Jakarta,181.0,75.0,5.0,3.0,2403925.24
650,Depok,187.0,143.0,6.0,1.0,3267420.0
651,Tangerang,194.0,149.0,5.0,2.0,3173192.55
652,Depok,123.0,75.0,8.0,3.0,2608986.0
653,Tangerang,66.0,54.0,6.0,1.0,1636112.6099999999
654,Depok,133.0,57.0,5.0,3.0,2142067.0
655,Jakarta,118.0,106.0,8.0,1.0,2570585.34
656,Depok,83.0,71.0,9.0,2.0,2400298.0
657,Jakarta,55.0,43.0,3.0,3.0,1217016.67
658,Jakarta,102.0,90.0,2.0,2.0,1811763.25
659,Depok,175.0,168.0,7.0,3.0,3613040.0
660,Tangerang,92.0,80.0,6.0,3.0,2166016.05
661,Depok,164.0,130.0,2.0,1.0,23468994.0
662,Jakarta,160.0,148.0,3.0,1.0,2659536.04
663,Jakarta,129.0,117.0,6.0,1.0,2523885.97
664,Tangerang,144.0,132.0,2.0,2.0,2461882.5
665,Tangerang,167.0,111.0,5.0,2.0,2714195.88
666,Tangerang,193.0,95.0,8.0,3.0,2977934.85
667,Jakarta,57.0,45.0,3.0,1.0,1114212.81
668,Depok,181.0,148.0,5.0,2.0,3203868.0
669,Tangerang,153.0,88.0,5.0,3.0,2458311.57
670,Jakarta,,169.0,3.0,2.0,3049298.07
671,Depok,74.0,62.0,6.0,3.0,1957072.0
672,Tangerang,145.0,129.0,7.0,1.0,2928989.25
673,Depok,142.0,65.0,4.0,3.0,2155955.0
674,Depok,110.0,98.0,4.0,3.0,2302815.0
675,Jakarta,171.0,119.0,7.0,1.0,2872387.48
676,Jakarta,100.0,88.0,9.0,1.0,2447353.22
677,Jakarta,196.0,157.0,3.0,3.0,3058762.78
678,Depok,70.0,58.0,4.0,2.0,1717921.0
679,Tangerang,54.0,42.0,7.0,1.0,1586137.41
680,Tangerang,141.0,83.0,2.0,3.0,1993758.03
681,Tangerang,110.0,98.0,7.0,1.0,2385927.72
682,Jakarta,71.0,59.0,9.0,1.0,1944363.12
683,Tangerang,198.0,113.0,6.0,2.0,2945817.27
684,Tangerang,119.0,83.0,8.0,1.0,2395631.7
685,Jakarta,50.0,38.0,7.0,3.0,1547548.26
686,Tangerang,182.0,146.0,5.0,3.0,3182604.48
687,Tangerang,61.0,49.0,5.0,1.0,1497930.39
688,Tangerang,139.0,127.0,8.0,1.0,2978507.07
689,Depok,95.0,83.0,3.0,2.0,1956169.0
690,Depok,83.0,71.0,5.0,2.0,1961146.0
691,Jakarta,127.0,115.0,2.0,2.0,2200180.97
692,Jakarta,94.0,82.0,7.0,3.0,2206413.68
693,Depok,122.0,96.0,8.0,2.0,2744779.0
694,Jakarta,75.0,63.0,2.0,3.0,1464314.16
695,Jakarta,96.0,84.0,3.0,2.0,1828299.98
696,Tangerang,170.0,158.0,5.0,3.0,3211170.93
697,Jakarta,105.0,93.0,8.0,1.0,2423919.2
698,Jakarta,143.0,54.0,4.0,3.0,1850335.15
699,Tangerang,156.0,145.0,7.0,1.0,3121529.4
700,Tangerang,112.0,70.0,4.0,3.0,1970321.76
701,Depok,97.0,85.0,6.0,3.0,2299350.0
702,Jakarta,110.0,98.0,3.0,1.0,1933185.45
703,Tangerang,130.0,118.0,6.0,3.0,2724778.98
704,Jakarta,75.0,70.0,4.0,3.0,1648676.53
705,Jakarta,85.0,73.0,4.0,2.0,1680213.78
706,Depok,50.0,38.0,4.0,1.0,1328008.0
707,Depok,57.0,45.0,6.0,1.0,1658203.0
708,Depok,162.0,160.0,8.0,2.0,3510013.0
709,Depok,148.0,136.0,3.0,2.0,2756549.0
710,Depok,96.0,84.0,9.0,1.0,2490570.0
711,Tangerang,176.0,164.0,7.0,1.0,3412830.96
712,Depok,105.0,93.0,9.0,1.0,2654155.0
713,Tangerang,63.0,51.0,8.0,2.0,1898999.19
714,Depok,77.0,65.0,7.0,2.0,2067407.0
715,Tangerang,127.0,115.0,2.0,3.0,2215907.1
716,Jakarta,179.0,148.0,9.0,2.0,3470644.82
717,Depok,158.0,91.0,2.0,3.0,2290698.0
718,Tangerang,63.0,51.0,9.0,3.0,2013606.54
719,Depok,105.0,51.0,4.0,2.0,1814581.0
720,Tangerang,164.0,152.0,3.0,2.0,2856901.41
721,Tangerang,56.0,44.0,9.0,2.0,1871458.38
722,Depok,52.0,40.0,3.0,2.0,1329509.0
723,Tangerang,160.0,119.0,5.0,1.0,2640446.82
724,Jakarta,156.0,118.0,5.0,2.0,2612080.18
725,Depok,67.0,55.0,8.0,3.0,2061065.0
726,Jakarta,87.0,75.0,9.0,3.0,2346742.07
727,Tangerang,164.0,109.0,6.0,1.0,2677967.82
728,Tangerang,64.0,52.0,9.0,1.0,1933018.56
729,Depok,168.0,61.0,9.0,2.0,2681498.0
730,Jakarta,77.0,65.0,5.0,1.0,1698428.12
731,Jakarta,88.0,76.0,8.0,2.0,2177084.29
732,Depok,66.0,54.0,7.0,2.0,1889617.0
733,Jakarta,135.0,97.0,7.0,1.0,2516344.3
734,Depok,175.0,137.0,8.0,1.0,3354039.0
735,Depok,93.0,81.0,6.0,3.0,2242770.0
736,Tangerang,74.0,62.0,2.0,1.0,1398948.21
737,Tangerang,194.0,182.0,4.0,1.0,3360004.56
738,Jakarta,62.0,50.0,3.0,1.0,1189356.81
739,Depok,74.0,62.0,2.0,3.0,1558669.0
740,Depok,117.0,105.0,8.0,2.0,2816058.0
741,Depok,187.0,96.0,7.0,3.0,3036099.0
742,Depok,116.0,51.0,2.0,1.0,1559343.0
743,Tangerang,158.0,146.0,6.0,1.0,3019908.87
744,Jakarta,195.0,60.0,4.0,1.0,2063353.24
745,Tangerang,160.0,148.0,7.0,2.0,3204678.51
746,Depok,160.0,148.0,6.0,3.0,3324028.0
747,Jakarta,83.0,71.0,8.0,3.0,2160801.07
748,Jakarta,160.0,104.0,2.0,2.0,2193786.66
749,Depok,57.0,45.0,3.0,3.0,1472583.0
750,Depok,162.0,66.0,5.0,2.0,2333894.0
751,Tangerang,132.0,117.0,6.0,2.0,2674837.44
752,Tangerang,91.0,79.0,7.0,3.0,2214207.27
753,Depok,150.0,101.0,2.0,3.0,2390236.0
754,Depok,55.0,43.0,5.0,2.0,1534157.0
755,Tangerang,75.0,63.0,5.0,3.0,1816471.8
756,Jakarta,113.0,97.0,2.0,2.0,1948824.29
757,Jakarta,108.0,78.0,4.0,3.0,1942619.86
758,Jakarta,158.0,76.0,2.0,3.0,13949385.73
759,Tangerang,170.0,158.0,7.0,3.0,3398298.75
760,Depok,82.0,70.0,8.0,3.0,2271489.0
761,Jakarta,199.0,109.0,3.0,3.0,2644391.09
762,Depok,70.0,58.0,7.0,1.0,1978527.0
763,Tangerang,119.0,118.0,8.0,1.0,2775361.05
764,Tangerang,161.0,149.0,5.0,3.0,3025454.85
765,Depok,53.0,41.0,3.0,3.0,1409560.0
766,Depok,143.0,131.0,6.0,3.0,2988096.0
767,Depok,124.0,112.0,5.0,2.0,2565562.0
768,Depok,111.0,99.0,9.0,1.0,2774738.0
769,Jakarta,143.0,131.0,4.0,2.0,2617474.59
770,Depok,144.0,132.0,2.0,1.0,2546156.0
771,Jakarta,104.0,51.0,6.0,1.0,1722906.48
772,Tangerang,186.0,115.0,9.0,3.0,3264341.85
773,Jakarta,180.0,162.0,7.0,3.0,3455060.52
774,Depok,80.0,68.0,3.0,2.0,1728548.0
775,Jakarta,89.0,69.0,6.0,2.0,1911072.51
776,Tangerang,85.0,73.0,9.0,3.0,2292271.7399999998
777,Depok,55.0,43.0,9.0,3.0,1967536.0
778,Tangerang,115.0,103.0,9.0,1.0,2704568.13
779,Tangerang,124.0,112.0,4.0,1.0,2331010.44
780,Depok,53.0,41.0,2.0,3.0,1294519.0
781,Jakarta,128.0,54.0,6.0,1.0,1929218.17
782,Tangerang,183.0,98.0,7.0,2.0,2814599.7
783,Depok,167.0,155.0,3.0,1.0,3016306.0
784,Tangerang,162.0,86.0,6.0,3.0,2502111.15
785,Jakarta,143.0,131.0,2.0,1.0,2355063.46
786,Tangerang,111.0,68.0,7.0,3.0,2185466.58
787,Tangerang,128.0,89.0,6.0,1.0,2277220.77
788,Tangerang,185.0,66.0,3.0,2.0,2099298.96
789,Tangerang,75.0,63.0,2.0,2.0,1442982.42
790,Jakarta,93.0,81.0,4.0,3.0,1928790.94
791,Depok,182.0,91.0,4.0,3.0,2623784.0
792,Tangerang,119.0,107.0,5.0,3.0,2415666.33
793,Jakarta,167.0,156.0,6.0,1.0,3085601.5100000002
794,Tangerang,117.0,105.0,3.0,1.0,2107016.01
795,Tangerang,68.0,56.0,6.0,1.0,1658415.33
796,Tangerang,69.0,57.0,2.0,2.0,1336996.98
797,Jakarta,162.0,102.0,5.0,3.0,2561399.39
798,Tangerang,189.0,184.0,3.0,1.0,3299774.94
799,Tangerang,96.0,84.0,6.0,2.0,2165157.72
800,Depok,50.0,38.0,3.0,3.0,1371687.0
801,Jakarta,139.0,77.0,2.0,2.0,1783338.82
802,Depok,191.0,111.0,5.0,3.0,2940204.0
803,Depok,113.0,66.0,3.0,1.0,1838159.0
804,Depok,87.0,69.0,2.0,2.0,1645866.0
805,Depok,86.0,52.0,4.0,2.0,1696662.0
806,Tangerang,175.0,163.0,3.0,2.0,2995869.69
807,Depok,188.0,100.0,5.0,3.0,2841392.0
808,Jakarta,149.0,137.0,8.0,3.0,3140811.14
809,Tangerang,126.0,114.0,7.0,2.0,2740719.96
810,Depok,52.0,40.0,7.0,3.0,1711093.0
811,Depok,183.0,122.0,3.0,2.0,2814021.0
812,Jakarta,59.0,47.0,3.0,1.0,1136939.83
813,Jakarta,54.0,42.0,2.0,2.0,1086448.92
814,Depok,187.0,,6.0,2.0,2706392.0
815,Depok,179.0,167.0,7.0,3.0,3620334.0
816,Depok,62.0,50.0,9.0,3.0,10794200.0
817,Depok,179.0,169.0,6.0,3.0,3609046.0
818,Depok,133.0,121.0,7.0,1.0,2906181.0
819,Jakarta,114.0,62.0,3.0,1.0,1619749.12
820,Jakarta,112.0,100.0,9.0,1.0,2559239.0
821,Tangerang,150.0,126.0,5.0,3.0,2763195.93
822,Tangerang,122.0,50.0,,2.0,1847993.4
823,Jakarta,66.0,54.0,8.0,2.0,1830950.22
824,Tangerang,58.0,46.0,7.0,2.0,1732332.69
825,Depok,192.0,53.0,9.0,3.0,2764646.0
826,Tangerang,87.0,59.0,7.0,3.0,2009106.0
827,Depok,143.0,77.0,2.0,1.0,2000979.0
828,Depok,144.0,132.0,3.0,3.0,2738417.0
829,Tangerang,98.0,86.0,3.0,2.0,1892917.6199999999
830,Tangerang,118.0,106.0,8.0,1.0,2636869.95
831,Depok,111.0,99.0,6.0,1.0,17263470.0
832,Jakarta,127.0,111.0,2.0,3.0,2117837.69
833,Tangerang,166.0,116.0,4.0,1.0,2567862.0
834,Tangerang,169.0,123.0,5.0,1.0,2740291.29
835,Jakarta,186.0,144.0,5.0,3.0,3077971.97
836,Tangerang,125.0,113.0,3.0,1.0,2277590.04
837,Depok,84.0,72.0,8.0,2.0,2284311.0
838,Jakarta,50.0,38.0,9.0,3.0,1779820.99
839,Jakarta,89.0,77.0,2.0,2.0,1530927.7
840,Depok,113.0,101.0,4.0,2.0,2362482.0
841,Depok,199.0,162.0,5.0,2.0,3465105.0
842,Depok,109.0,97.0,2.0,2.0,2044000.0
843,Jakarta,113.0,101.0,4.0,1.0,2046824.59
844,Depok,142.0,116.0,7.0,1.0,2912609.0
845,Tangerang,121.0,109.0,3.0,3.0,2274622.02
846,Tangerang,60.0,48.0,6.0,3.0,1657583.73
847,Depok,154.0,68.0,5.0,2.0,2343659.0
848,Tangerang,63.0,51.0,5.0,2.0,1516662.18
849,Tangerang,109.0,59.0,4.0,3.0,1785785.76
850,Jakarta,79.0,67.0,6.0,3.0,1932546.12
851,Depok,84.0,72.0,9.0,3.0,2399147.0
852,Tangerang,54.0,42.0,7.0,3.0,1630607.22
853,Depok,132.0,81.0,2.0,2.0,2055280.0
854,Depok,,161.0,3.0,3.0,3205409.0
855,Tangerang,127.0,73.0,2.0,1.0,1763044.47
856,Tangerang,111.0,84.0,4.0,2.0,2072707.56
857,Jakarta,181.0,132.0,9.0,1.0,3244334.12
858,Jakarta,138.0,119.0,9.0,3.0,24353071.52
859,Jakarta,91.0,79.0,5.0,1.0,1858860.56
860,Tangerang,138.0,126.0,7.0,3.0,2934164.97
861,Jakarta,195.0,82.0,5.0,1.0,2450842.77
862,Depok,89.0,77.0,2.0,2.0,1737062.0
863,Jakarta,121.0,109.0,7.0,1.0,2515327.23
864,Jakarta,88.0,61.0,8.0,2.0,2047993.16
865,Jakarta,153.0,60.0,3.0,1.0,1745667.84
866,Depok,63.0,51.0,4.0,1.0,1487128.0
867,Depok,81.0,69.0,3.0,2.0,1707473.0
868,Tangerang,174.0,90.0,9.0,2.0,2843642.34
869,Jakarta,146.0,134.0,4.0,3.0,2674053.78
870,Depok,72.0,52.0,9.0,2.0,2125649.0
871,Depok,112.0,52.0,3.0,2.0,1695327.0
872,Depok,192.0,133.0,8.0,3.0,3507101.0
873,Tangerang,194.0,156.0,2.0,2.0,2958254.64
874,Tangerang,102.0,90.0,6.0,2.0,2279486.88
875,Tangerang,153.0,69.0,7.0,1.0,2318549.31
876,Jakarta,153.0,141.0,4.0,3.0,2830772.45
877,Depok,88.0,76.0,2.0,3.0,1762929.0
878,Tangerang,183.0,173.0,5.0,1.0,3272389.56
879,Tangerang,116.0,70.0,5.0,3.0,2018368.44
880,Depok,184.0,163.0,3.0,1.0,3103453.0
881,Depok,91.0,62.0,9.0,2.0,2323424.0
882,Jakarta,64.0,52.0,5.0,3.0,1547584.62
883,Jakarta,160.0,84.0,9.0,2.0,2714164.92
884,Jakarta,82.0,70.0,6.0,3.0,1905189.26
885,Tangerang,87.0,75.0,4.0,2.0,1855791.63
886,Tangerang,146.0,134.0,3.0,3.0,2626494.75
887,Depok,82.0,70.0,4.0,3.0,1874788.0
888,Jakarta,135.0,123.0,4.0,2.0,17420048.73
889,Depok,115.0,86.0,8.0,1.0,2540373.0
890,Jakarta,59.0,47.0,2.0,3.0,1127206.46
891,Jakarta,54.0,42.0,5.0,1.0,1259112.46
892,Jakarta,172.0,140.0,7.0,1.0,3091997.84
893,Jakarta,123.0,109.0,4.0,1.0,2237087.38
894,Depok,146.0,134.0,9.0,1.0,3273229.0
895,Depok,167.0,72.0,6.0,1.0,2498696.0
896,Tangerang,87.0,75.0,8.0,1.0,2172044.16
897,Jakarta,190.0,173.0,9.0,3.0,3793849.87
898,Depok,96.0,79.0,6.0,1.0,2201968.0
899,Jakarta,158.0,146.0,9.0,3.0,3424181.79
900,Jakarta,64.0,52.0,7.0,3.0,1727226.25
901,Tangerang,185.0,87.0,5.0,3.0,2554037.64
902,Tangerang,54.0,42.0,5.0,2.0,1433257.65
903,Depok,96.0,76.0,3.0,1.0,1861359.0
904,Depok,117.0,105.0,3.0,2.0,2261025.0
905,Tangerang,125.0,113.0,9.0,1.0,2809616.04
906,Depok,179.0,64.0,3.0,2.0,2171020.0
907,Depok,144.0,52.0,5.0,3.0,2188655.0
908,Tangerang,164.0,59.0,4.0,2.0,2010116.79
909,Jakarta,85.0,73.0,9.0,3.0,2252107.09
910,Jakarta,75.0,63.0,2.0,2.0,1376235.09
911,Tangerang,92.0,80.0,7.0,1.0,2105968.59
912,Jakarta,76.0,60.0,8.0,1.0,1896191.17
913,Jakarta,118.0,106.0,7.0,2.0,2483658.68
914,Tangerang,197.0,118.0,7.0,2.0,3098431.71
915,Depok,60.0,48.0,3.0,1.0,1356834.0
916,Tangerang,123.0,63.0,2.0,2.0,1697582.7
917,Tangerang,153.0,99.0,6.0,2.0,2620288.44
918,Jakarta,87.0,75.0,5.0,1.0,1832377.35
919,Tangerang,183.0,118.0,6.0,3.0,2966578.56
920,Jakarta,72.0,60.0,3.0,1.0,1392648.6
921,Tangerang,96.0,84.0,4.0,1.0,1894771.89
922,Depok,139.0,65.0,8.0,2.0,2506963.0
923,Jakarta,95.0,83.0,8.0,1.0,2215969.29
924,Tangerang,156.0,150.0,3.0,1.0,2788702.29
925,Jakarta,189.0,105.0,2.0,2.0,2345050.32
926,Tangerang,190.0,154.0,8.0,2.0,3456517.68
927,Tangerang,153.0,141.0,3.0,3.0,2698225.2
928,Tangerang,160.0,97.0,7.0,1.0,2661620.94
929,Jakarta,153.0,66.0,4.0,3.0,2029527.33
930,Jakarta,109.0,97.0,4.0,3.0,2138580.06
931,Depok,149.0,119.0,5.0,3.0,2799265.0
932,Depok,117.0,105.0,5.0,3.0,2559144.0
933,Depok,182.0,142.0,7.0,1.0,3352786.0
934,Depok,169.0,87.0,9.0,1.0,25793496.0
935,Tangerang,86.0,74.0,9.0,1.0,2232271.8
936,Jakarta,121.0,111.0,4.0,3.0,2298297.42
937,Tangerang,176.0,170.0,9.0,2.0,3700939.77
938,Jakarta,155.0,97.0,7.0,1.0,2593921.39
939,Jakarta,141.0,59.0,4.0,3.0,1956135.68
940,Tangerang,80.0,68.0,9.0,3.0,2267098.02
941,Tangerang,171.0,53.0,9.0,3.0,2608407.45
942,Jakarta,186.0,93.0,9.0,3.0,3016606.39
943,Depok,100.0,88.0,2.0,3.0,1973743.0
944,Depok,78.0,66.0,9.0,3.0,2329922.0
945,Jakarta,89.0,77.0,9.0,1.0,2200754.65
946,Tangerang,90.0,78.0,3.0,2.0,1732883.13
947,Tangerang,60.0,48.0,5.0,1.0,1449710.46
948,Jakarta,50.0,38.0,2.0,1.0,938836.41
949,Tangerang,95.0,83.0,8.0,3.0,2335140.72
